02/17/2026-15:28:56.773143  [**] [1:2034636:2] ET INFO Python SimpleHTTP ServerBanner [**] [Classification: Misc activity] [Priority: 3] {TCP} 10.0.1.10:8080 -> 10.0.3.10:58484
02/19/2026-15:31:04.636787  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:06.331788  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:08.906311  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:10.337799  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:10.640435  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:12.319783  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:12.688489  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:13.319260  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:14.512557  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:16.811759  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:17.887871  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:19.010292  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:20.785743  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:30.644677  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:33.121662  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:34.722671  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:37.589701  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:38.730649  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:41.128427  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:41.890008  [**] [1:2210020:3] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:39734 -> 10.0.1.10:80
02/19/2026-15:31:41.890065  [**] [1:2210029:3] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:39734
02/19/2026-15:31:41.890065  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:39734
02/19/2026-15:31:41.891015  [**] [1:2210020:3] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:39734 -> 10.0.1.10:80
02/19/2026-15:31:41.896703  [**] [1:2210029:3] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:39734
02/19/2026-15:31:41.896703  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:39734
02/19/2026-15:31:41.903911  [**] [1:2210020:3] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:39734 -> 10.0.1.10:80
02/19/2026-15:31:41.948295  [**] [1:2210029:3] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:39734
02/19/2026-15:31:41.948295  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:39734
02/19/2026-15:31:42.103489  [**] [1:2210038:3] SURICATA STREAM FIN out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:39734 -> 10.0.1.10:80
02/19/2026-15:31:42.103569  [**] [1:2210030:3] SURICATA STREAM FIN invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:39734
02/19/2026-15:31:42.773711  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:45.259657  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:47.664429  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:47.668669  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:48.710935  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:48.778791  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:48.892474  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:50.218467  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:50.308798  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:50.532498  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:50.737263  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:50.938806  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:51.117913  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:51.208834  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:51.252748  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:51.321517  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:51.995678  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:52.176514  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:31:53.484687  [**] [1:2210027:3] SURICATA STREAM ESTABLISHED SYN resend with different seq [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:47634 -> 10.0.1.10:80
02/19/2026-15:31:53.484710  [**] [1:2210023:3] SURICATA STREAM ESTABLISHED SYNACK resend with different ACK [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:47634
02/19/2026-15:31:53.639756  [**] [1:2210027:3] SURICATA STREAM ESTABLISHED SYN resend with different seq [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:56798 -> 10.0.1.10:80
02/19/2026-15:31:53.639773  [**] [1:2210023:3] SURICATA STREAM ESTABLISHED SYNACK resend with different ACK [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:56798
02/19/2026-15:31:53.639826  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.3.10:56798 -> 10.0.1.10:80
02/19/2026-15:31:53.639840  [**] [1:2210029:3] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.1.10:80 -> 10.0.3.10:56798
02/19/2026-15:31:58.743892  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:08.937593  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:09.955658  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:12.637628  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:15.080634  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:16.132633  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:17.844689  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:18.997681  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:20.385773  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:21.461045  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:32.668622  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:33.372855  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:33.892135  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:34.431208  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:34.903767  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:34.970637  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:35.061722  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:35.172731  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:35.353069  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:35.713740  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:35.781898  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:35.826699  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:36.838062  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:37.018907  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:37.131926  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:37.244084  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:38.282704  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:38.322842  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:39.989916  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:41.552661  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:42.803679  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:45.299573  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:47.710637  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:48.987538  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:49.329951  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:49.332423  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:50.849665  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:32:52.575631  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:03.299703  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:05.299676  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:07.566662  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:09.756671  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:12.569672  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:14.391688  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:15.667621  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:18.401665  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:21.183663  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:23.949669  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:39.167756  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:40.215695  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:42.592709  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:44.118004  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:46.762684  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:49.605737  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:51.049708  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:33:53.126774  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:04.830664  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:06.688725  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:08.124730  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:10.404685  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:11.581658  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:13.901196  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:15.824733  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:18.793730  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:21.490624  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:22.783669  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:24.784591  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:34374 -> 10.0.1.10:80
02/19/2026-15:34:37.694567  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:34:39.565828  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:34:40.648712  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:34:43.302655  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:34:45.689753  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:34:48.518689  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:34:50.930674  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:34:52.589672  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
02/19/2026-15:34:54.215726  [**] [1:1000703:2] LAB Possible HTTP beaconing (High Frequency) [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.3.10:49708 -> 10.0.1.10:80
